,master_id,recency,frequency,monetary,recency_score,frequency_score,monetary_score,RFM_SCORE,segment,interested_in_categories_12
45,08cd7574-b03b-11e9-9757-000d3a38a36f,125,3.0,396.45000000000005,3,2,2,32,about_to_sleep,"[ERKEK, COCUK, KADIN]"
46,08ce95e8-aac9-11e9-a2fc-000d3a38a36f,238,17.0,2689.83,1,5,5,15,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK, AKTIFSPOR]"
47,08f9f69c-a1fb-11e9-a2fc-000d3a38a36f,135,3.0,173.97,3,2,1,32,about_to_sleep,[ERKEK]
48,08fb032a-1208-11ea-916f-000d3a38a36f,87,2.0,147.76,3,1,1,31,about_to_sleep,[COCUK]
49,0904db6a-8504-11ea-80af-000d3a38a36f,5,2.0,211.84,5,1,1,51,new_customers,"[COCUK, KADIN, AKTIFSPOR]"
50,090d6e42-9da6-11e9-9897-000d3a38a36f,345,20.0,1951.95,1,5,5,15,cant_loose,"[ERKEK, KADIN]"
51,0961104a-aa55-11e9-a2fc-000d3a38a36f,335,9.0,1838.6799999999998,1,5,5,15,cant_loose,"[ERKEK, KADIN]"
52,099ba066-5e6d-11eb-8dbd-000d3a38a36f,107,2.0,425.7,3,1,2,31,about_to_sleep,"[ERKEK, AKTIFSPOR]"
53,09cb00a8-ad44-11e9-a2fc-000d3a38a36f,267,11.0,1510.21,1,5,5,15,cant_loose,"[ERKEK, AKTIFSPOR]"
54,09f7a470-5bed-11ea-bdcb-000d3a38a36f,138,2.0,215.73,3,1,1,31,about_to_sleep,[ERKEK]
55,0a230598-5b3e-11ea-8602-000d3a38a36f,88,2.0,170.98,3,1,1,31,about_to_sleep,[AKTIFCOCUK]
56,0a4e6440-a9dc-11e9-a2fc-000d3a38a36f,274,14.0,2208.5299999999997,1,5,5,15,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK]"
57,0a7329f8-a110-11e9-a2fc-000d3a38a36f,138,3.0,269.97,3,2,1,32,about_to_sleep,[ERKEK]
58,0a9011fe-2f71-11ea-bb80-000d3a38a36f,285,14.0,1558.86,1,5,5,15,cant_loose,[ERKEK]
59,0ac4bd5c-0d54-11eb-8ffc-000d3a38a36f,232,11.0,984.76,2,5,4,25,cant_loose,"[AKTIFCOCUK, AKTIFSPOR]"
60,0aeebb24-67af-11eb-b5d7-000d3a38a36f,21,2.0,150.97,5,1,1,51,new_customers,[ERKEK]
61,0b195256-aab1-11e9-a2fc-000d3a38a36f,175,8.0,2118.26,2,5,5,25,cant_loose,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
62,0b27d99c-9df0-11ea-80cd-000d3a38a36f,127,2.0,170.86,3,1,1,31,about_to_sleep,[COCUK]
63,0b640f60-1c87-11ea-a490-000d3a38a36f,105,2.0,254.95,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, AKTIFSPOR]"
64,0b67c74c-2b76-11ea-9d27-000d3a38a36f,100,3.0,295.19,3,2,1,32,about_to_sleep,[COCUK]
65,0b89590e-9db7-11e9-9897-000d3a38a36f,187,10.0,1325.9,2,5,5,25,cant_loose,"[COCUK, AKTIFSPOR]"
66,0bd7f67e-ede6-11ea-bb5a-000d3a38a36f,198,10.0,1029.79,2,5,5,25,cant_loose,"[AKTIFCOCUK, KADIN]"
67,0c24fc44-2ac8-11ea-9d27-000d3a38a36f,115,2.0,1558.53,3,1,5,31,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]"
68,0c2d8c68-f361-11e9-9346-000d3a38a36f,138,2.0,254.95999999999998,3,1,1,31,about_to_sleep,[COCUK]
69,0c3b4492-9e08-11e9-9897-000d3a38a36f,166,10.0,1303.92,2,5,5,25,cant_loose,"[COCUK, KADIN]"
70,0c5bf524-a7c3-11e9-a2fc-000d3a38a36f,99,2.0,238.82999999999998,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, KADIN]"
71,0c6996e6-a518-11e9-a2fc-000d3a38a36f,4,2.0,451.6,5,1,2,51,new_customers,"[ERKEK, AKTIFSPOR]"
72,0ca16b6c-5b06-11ea-8392-000d3a38a36f,110,2.0,244.14000000000001,3,1,1,31,about_to_sleep,"[COCUK, AKTIFSPOR]"
73,0caf637a-0c9a-11eb-8ffc-000d3a38a36f,98,3.0,433.89,3,2,2,32,about_to_sleep,[AKTIFCOCUK]
74,0cea49f8-5f02-11eb-8dbd-000d3a38a36f,125,2.0,200.94,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, COCUK]"
75,0d5265a8-24cd-11ea-bf27-000d3a38a36f,136,3.0,513.38,3,2,3,32,about_to_sleep,[ERKEK]
76,0d5973ba-d702-11ea-82f4-000d3a38a36f,136,2.0,259.96999999999997,3,1,1,31,about_to_sleep,"[ERKEK, AKTIFSPOR]"
77,0d9a4224-ab65-11e9-a2fc-000d3a38a36f,167,16.0,3737.49,2,5,5,25,cant_loose,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
78,0da9ae80-a8f4-11e9-a2fc-000d3a38a36f,146,2.0,100.47,3,1,1,31,about_to_sleep,[AKTIFCOCUK]
79,0dd11f56-8d73-11ea-8f41-000d3a38a36f,135,2.0,327.92999999999995,3,1,2,31,about_to_sleep,"[AKTIFCOCUK, KADIN]"
80,0e36027e-66d3-11eb-975c-000d3a38a36f,26,2.0,698.9300000000001,5,1,4,51,new_customers,"[ERKEK, KADIN]"
81,0e44b5fc-aa24-11e9-a2fc-000d3a38a36f,161,15.0,2212.5099999999998,2,5,5,25,cant_loose,"[ERKEK, AKTIFSPOR]"
82,0e5836c2-d69d-11e9-93bc-000d3a38a36f,6,2.0,366.33000000000004,5,1,2,51,new_customers,[ERKEK]
83,0e6693d6-a99b-11e9-a2fc-000d3a38a36f,190,23.0,3223.25,2,5,5,25,cant_loose,"[ERKEK, AKTIFSPOR]"
84,0e67e440-95b0-11eb-b5c3-000d3a38a36f,8,2.0,299.87,5,1,1,51,new_customers,[AKTIFCOCUK]
85,0ebe5f68-b089-11e9-9757-000d3a38a36f,145,2.0,127.97999999999999,3,1,1,31,about_to_sleep,"[ERKEK, COCUK]"
86,0ece152a-af9e-11e9-a2fc-000d3a38a36f,245,9.0,1116.33,1,5,5,15,cant_loose,[ERKEK]
87,0f115e3c-a144-11ea-afff-000d3a38a36f,117,3.0,281.7,3,2,1,32,about_to_sleep,"[ERKEK, KADIN]"
88,0f37c9fc-26c6-11eb-8a9b-000d3a38a36f,163,10.0,1029.88,2,5,5,25,cant_loose,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]"
89,0f5c2fc4-1d3d-11ea-a490-000d3a38a36f,101,2.0,197.57000000000002,3,1,1,31,about_to_sleep,[COCUK]
90,0f63f6c0-a1bc-11e9-a2fc-000d3a38a36f,110,3.0,302.96,3,2,2,32,about_to_sleep,[ERKEK]
91,0fd279be-a5be-11e9-a2fc-000d3a38a36f,133,3.0,214.97,3,2,1,32,about_to_sleep,[COCUK]
92,105c5046-61d2-11ea-8dd8-000d3a38a36f,102,2.0,525.9399999999999,3,1,3,31,about_to_sleep,[ERKEK]
93,105f3fd8-b0b7-11eb-bbf8-000d3a38a36f,8,2.0,234.46999999999997,5,1,1,51,new_customers,[COCUK]
94,109e9e58-fd58-11e9-a5e8-000d3a38a36f,222,8.0,854.79,2,5,4,25,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]"
95,10f7164e-a8c3-11e9-a2fc-000d3a38a36f,187,8.0,845.36,2,5,4,25,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK, AKTIFSPOR]"
96,111db0b6-afc0-11e9-9757-000d3a38a36f,202,8.0,1208.75,2,5,5,25,cant_loose,"[ERKEK, AKTIFSPOR]"
97,11419eb0-2c5f-11ea-b752-000d3a38a36f,111,3.0,286.76,3,2,1,32,about_to_sleep,[ERKEK]
98,1152fa5c-a915-11e9-a2fc-000d3a38a36f,204,8.0,1041.27,2,5,5,25,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]"
99,115f855a-5bdb-11ea-8e16-000d3a38a36f,106,2.0,190.73000000000002,3,1,1,31,about_to_sleep,[COCUK]
100,1174bb82-3fce-11eb-806e-000d3a38a36f,100,2.0,297.48,3,1,1,31,about_to_sleep,"[ERKEK, KADIN]"
101,118de2aa-a0bb-11e9-a2fc-000d3a38a36f,272,12.0,1389.88,1,5,5,15,cant_loose,"[ERKEK, AKTIFSPOR]"
102,118fbb68-5b49-11ea-95ae-000d3a38a36f,27,2.0,561.9300000000001,5,1,3,51,new_customers,[AKTIFCOCUK]
103,11e2bdae-533d-11ea-acd3-000d3a38a36f,143,3.0,416.46,3,2,2,32,about_to_sleep,[ERKEK]
104,11fb8f1e-9e25-11e9-9897-000d3a38a36f,186,11.0,907.13,2,5,4,25,cant_loose,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
105,1206f3f2-ace6-11e9-a2fc-000d3a38a36f,351,9.0,613.92,1,5,3,15,cant_loose,[COCUK]
106,122df0a8-4b53-11eb-806e-000d3a38a36f,30,2.0,184.97,5,1,1,51,new_customers,"[ERKEK, COCUK, KADIN]"
107,126a9328-aeff-11ea-b736-000d3a38a36f,319,9.0,1449.83,1,5,5,15,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]"
108,126ba606-25c9-11ea-b1c8-000d3a38a36f,19,2.0,446.09999999999997,5,1,2,51,new_customers,[COCUK]
109,12806c5e-1a97-11ea-98d5-000d3a38a36f,311,8.0,2145.38,1,5,5,15,cant_loose,[COCUK]
110,1295f1ca-2124-11eb-b361-000d3a38a36f,253,13.0,1061.26,1,5,5,15,cant_loose,"[AKTIFCOCUK, KADIN]"
111,12a2852e-9daa-11e9-9897-000d3a38a36f,169,8.0,1107.97,2,5,5,25,cant_loose,[ERKEK]
112,12dd5428-a5b7-11e9-a2fc-000d3a38a36f,185,10.0,1186.35,2,5,5,25,cant_loose,"[AKTIFCOCUK, ERKEK]"
113,13464424-5cbd-11eb-8dbd-000d3a38a36f,121,2.0,445.39,3,1,2,31,about_to_sleep,"[ERKEK, AKTIFSPOR]"
114,13485f12-abc3-11ea-b736-000d3a38a36f,145,3.0,179.97,3,2,1,32,about_to_sleep,"[ERKEK, COCUK, AKTIFSPOR]"
115,13a0117a-5bc9-11ea-9114-000d3a38a36f,109,2.0,391.77000000000004,3,1,2,31,about_to_sleep,[AKTIFCOCUK]
116,13a5e98c-a824-11e9-a2fc-000d3a38a36f,209,9.0,1174.0,2,5,5,25,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]"
117,13cc7d14-a76a-11e9-a2fc-000d3a38a36f,312,7.0,711.46,1,5,4,15,cant_loose,"[COCUK, KADIN]"
118,13ec02d2-a513-11e9-a2fc-000d3a38a36f,192,13.0,2914.7799999999997,2,5,5,25,cant_loose,[COCUK]
119,13ed97a4-b167-11e9-89fa-000d3a38a36f,289,8.0,932.36,1,5,4,15,cant_loose,"[AKTIFCOCUK, COCUK, KADIN]"
120,13fe9852-a798-11e9-a2fc-000d3a38a36f,227,13.0,2844.7200000000003,2,5,5,25,cant_loose,"[COCUK, AKTIFSPOR]"
121,14028456-ad1c-11e9-a2fc-000d3a38a36f,253,8.0,1175.83,1,5,5,15,cant_loose,"[ERKEK, AKTIFSPOR]"
122,144624b4-a302-11e9-a2fc-000d3a38a36f,152,8.0,1329.22,2,5,5,25,cant_loose,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
123,14485136-9d8e-11e9-9897-000d3a38a36f,136,3.0,279.96,3,2,1,32,about_to_sleep,"[ERKEK, AKTIFSPOR]"
124,1456f408-1e7f-11ea-aa32-000d3a38a36f,118,2.0,244.6,3,1,1,31,about_to_sleep,[COCUK]
125,1461b37c-5be0-11ea-a4d0-000d3a38a36f,138,2.0,210.1,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, COCUK]"
126,146558ea-9e7d-11e9-9897-000d3a38a36f,132,3.0,326.16,3,2,2,32,about_to_sleep,"[COCUK, KADIN, AKTIFSPOR]"
127,146b62d8-a5a5-11e9-a2fc-000d3a38a36f,187,10.0,1651.14,2,5,5,25,cant_loose,"[ERKEK, AKTIFSPOR]"
128,147f9228-9e19-11e9-9897-000d3a38a36f,283,7.0,903.4200000000001,1,5,4,15,cant_loose,"[ERKEK, AKTIFSPOR]"
129,14f1c564-a486-11e9-a2fc-000d3a38a36f,107,3.0,310.46,3,2,2,32,about_to_sleep,"[AKTIFCOCUK, COCUK, AKTIFSPOR]"
130,150bd982-da49-11ea-a65b-000d3a38a36f,119,3.0,524.56,3,2,3,32,about_to_sleep,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
131,1517dc4e-9f73-11e9-a2fc-000d3a38a36f,201,8.0,1318.37,2,5,5,25,cant_loose,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
132,154461ac-5bab-11ea-84be-000d3a38a36f,205,12.0,3433.8100000000004,2,5,5,25,cant_loose,"[ERKEK, KADIN]"
133,154efc40-d620-11e9-93bc-000d3a38a36f,341,8.0,1433.8,1,5,5,15,cant_loose,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
134,1583f892-a78a-11e9-a2fc-000d3a38a36f,330,10.0,1155.02,1,5,5,15,cant_loose,"[ERKEK, KADIN]"
135,158a0ba0-ad8f-11e9-a2fc-000d3a38a36f,205,9.0,1070.66,2,5,5,25,cant_loose,"[COCUK, KADIN]"
136,15aafbda-9dcc-11e9-9897-000d3a38a36f,185,7.0,1066.3899999999999,2,5,5,25,cant_loose,"[ERKEK, AKTIFSPOR]"
137,15ad2b5a-49ae-11eb-806e-000d3a38a36f,144,3.0,542.95,3,2,3,32,about_to_sleep,"[ERKEK, AKTIFSPOR]"
138,15b476ec-9d86-11e9-9897-000d3a38a36f,120,3.0,405.95,3,2,2,32,about_to_sleep,"[COCUK, KADIN]"
139,1637d1d6-de1d-11e9-957d-000d3a38a36f,140,3.0,747.01,3,2,4,32,about_to_sleep,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]"
140,164d388e-a720-11e9-a2fc-000d3a38a36f,322,7.0,938.84,1,5,4,15,cant_loose,[ERKEK]
141,167e930a-da17-11e9-93bc-000d3a38a36f,185,7.0,1239.81,2,5,5,25,cant_loose,"[ERKEK, AKTIFSPOR]"
142,1684eda8-d63a-11e9-93bc-000d3a38a36f,190,8.0,1200.49,2,5,5,25,cant_loose,"[ERKEK, AKTIFSPOR]"
143,169a12f4-ad37-11e9-a2fc-000d3a38a36f,140,3.0,328.08000000000004,3,2,2,32,about_to_sleep,[COCUK]
144,16b17a7c-b0c3-11e9-9757-000d3a38a36f,239,9.0,1405.78,1,5,5,15,cant_loose,"[ERKEK, KADIN]"
145,16ddc40a-b14a-11ea-b736-000d3a38a36f,26,2.0,234.39000000000001,5,1,1,51,new_customers,[ERKEK]
146,16ef5a7e-b120-11e9-9757-000d3a38a36f,203,34.0,5483.03,2,5,5,25,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
147,17261cc6-ac66-11e9-a2fc-000d3a38a36f,332,10.0,896.32,1,5,4,15,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]"
148,175699e0-2ac0-11ea-b3a7-000d3a38a36f,156,7.0,1413.39,2,5,5,25,cant_loose,[ERKEK]
149,176fe254-bbf9-11ea-9a91-000d3a38a36f,110,3.0,156.94,3,2,1,32,about_to_sleep,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
150,17739e6e-f289-11ea-9011-000d3a38a36f,5,2.0,134.89,5,1,1,51,new_customers,[ERKEK]
151,178a35cc-b160-11e9-89fa-000d3a38a36f,292,8.0,959.41,1,5,4,15,cant_loose,"[ERKEK, COCUK]"
152,1797e7dc-84a3-11ea-80af-000d3a38a36f,13,2.0,356.96000000000004,5,1,2,51,new_customers,[ERKEK]
153,17dd89f0-713d-11ea-adca-000d3a38a36f,131,3.0,314.93,3,2,2,32,about_to_sleep,"[AKTIFCOCUK, ERKEK, COCUK]"
154,1805b5ca-5b52-11ea-8770-000d3a38a36f,125,3.0,459.61,3,2,3,32,about_to_sleep,[AKTIFCOCUK]
155,181fc774-abb4-11e9-a2fc-000d3a38a36f,121,3.0,231.36,3,2,1,32,about_to_sleep,"[COCUK, KADIN]"
156,18265ec8-c67e-11ea-9bc9-000d3a38a36f,107,3.0,359.2,3,2,2,32,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]"
157,1854e56c-491f-11eb-806e-000d3a38a36f,136,2.0,121.97,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, COCUK]"
158,18758640-d612-11e9-93bc-000d3a38a36f,20,2.0,350.97,5,1,2,51,new_customers,[ERKEK]
159,18786c40-f045-11ea-bde9-000d3a38a36f,21,2.0,571.95,5,1,3,51,new_customers,"[COCUK, AKTIFSPOR]"
160,189eea8a-ac8c-11e9-a2fc-000d3a38a36f,103,3.0,405.33000000000004,3,2,2,32,about_to_sleep,[ERKEK]
161,18acf516-cc12-11ea-b305-000d3a38a36f,104,2.0,130.49,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, KADIN]"
162,18bef850-5b39-11ea-b2be-000d3a38a36f,30,2.0,322.38,5,1,2,51,new_customers,[AKTIFCOCUK]
163,18d2b56e-af83-11e9-a2fc-000d3a38a36f,187,7.0,1001.28,2,5,4,25,cant_loose,"[ERKEK, KADIN]"
164,18ea868e-c4fa-11ea-98f7-000d3a38a36f,8,2.0,315.3,5,1,2,51,new_customers,[ERKEK]
165,1900d782-5bef-11ea-99d6-000d3a38a36f,206,9.0,1584.8700000000001,2,5,5,25,cant_loose,"[ERKEK, AKTIFSPOR]"
166,196edf12-ac71-11e9-a2fc-000d3a38a36f,247,11.0,1454.04,1,5,5,15,cant_loose,"[ERKEK, AKTIFSPOR]"
167,1981e95a-2957-11ea-b87a-000d3a38a36f,100,2.0,325.99,3,1,2,31,about_to_sleep,[AKTIFCOCUK]
168,1982ac0e-9f4c-11e9-9897-000d3a38a36f,339,12.0,1618.22,1,5,5,15,cant_loose,[AKTIFCOCUK]
169,19e194d2-4ac6-11ea-8533-000d3a38a36f,249,7.0,972.8900000000001,1,5,4,15,cant_loose,"[AKTIFCOCUK, COCUK, AKTIFSPOR]"
170,19e8adf0-b00f-11e9-9757-000d3a38a36f,232,9.0,965.8499999999999,2,5,4,25,cant_loose,"[AKTIFCOCUK, COCUK]"
171,19ffb4f6-b0b2-11ea-b736-000d3a38a36f,132,2.0,239.98000000000002,3,1,1,31,about_to_sleep,"[ERKEK, AKTIFSPOR]"
172,1a26bbcc-adb2-11e9-a2fc-000d3a38a36f,165,9.0,1207.78,2,5,5,25,cant_loose,"[AKTIFCOCUK, ERKEK, KADIN]"
173,1a5c8f40-cd82-11ea-b1a6-000d3a38a36f,132,2.0,190.87,3,1,1,31,about_to_sleep,[ERKEK]
174,1a70bade-b13a-11e9-9757-000d3a38a36f,354,11.0,1688.9,1,5,5,15,cant_loose,[ERKEK]
175,1ac46a6c-a5be-11e9-a2fc-000d3a38a36f,200,10.0,1092.86,2,5,5,25,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]"
176,1ac6cf4c-ab35-11e9-a2fc-000d3a38a36f,149,7.0,1130.35,2,5,5,25,cant_loose,"[AKTIFCOCUK, ERKEK, KADIN]"
177,1acf7870-87af-11ea-ace9-000d3a38a36f,104,2.0,298.09000000000003,3,1,1,31,about_to_sleep,"[ERKEK, KADIN]"
178,1ad652c6-9e85-11e9-9897-000d3a38a36f,172,9.0,888.21,2,5,4,25,cant_loose,"[AKTIFCOCUK, COCUK]"
179,1afc16ea-aac0-11e9-a2fc-000d3a38a36f,191,9.0,1019.86,2,5,4,25,cant_loose,"[ERKEK, KADIN]"
180,1b234d48-ab13-11e9-a2fc-000d3a38a36f,315,7.0,692.85,1,5,4,15,cant_loose,"[ERKEK, AKTIFSPOR]"
181,1b49e556-ada3-11e9-a2fc-000d3a38a36f,6,2.0,229.95000000000002,5,1,1,51,new_customers,[COCUK]
182,1ba38c82-9f1b-11e9-9897-000d3a38a36f,185,7.0,989.78,2,5,4,25,cant_loose,[AKTIFCOCUK]
183,1ba79718-559b-11eb-9e65-000d3a38a36f,89,2.0,315.86,3,1,2,31,about_to_sleep,"[AKTIFCOCUK, KADIN]"
184,1bd05ae0-5b55-11ea-b021-000d3a38a36f,12,2.0,257.29,5,1,1,51,new_customers,[AKTIFCOCUK]
185,1c2afc22-ae5b-11e9-a2fc-000d3a38a36f,25,2.0,269.88,5,1,1,51,new_customers,"[COCUK, AKTIFSPOR]"
186,1c363d36-aab3-11e9-a2fc-000d3a38a36f,196,11.0,1097.33,2,5,5,25,cant_loose,"[COCUK, AKTIFSPOR]"
187,1c508dce-46c3-11ea-b6c0-000d3a38a36f,27,2.0,881.65,5,1,4,51,new_customers,"[AKTIFCOCUK, AKTIFSPOR]"
188,1c511e60-5e73-11eb-8dbd-000d3a38a36f,120,2.0,444.95,3,1,2,31,about_to_sleep,[COCUK]
189,1c7c1e70-5a55-11eb-9e65-000d3a38a36f,122,3.0,373.95000000000005,3,2,2,32,about_to_sleep,"[ERKEK, COCUK, KADIN]"
190,1c7c6a1e-ddc5-11e9-a848-000d3a38a36f,88,2.0,307.87,3,1,2,31,about_to_sleep,[ERKEK]
